"sensorIndex","time_stamp","humidity","temperature","pm2.5_alt","pm2.5_alt_a","pm2.5_alt_b","pm2.5_cf_1_a","pm2.5_cf_1_b","sensor_index"
175417,"2023-08-01 20:00:00",35,92,8.2,8.5,7.9,13.3,12.7,175417
175417,"2023-08-01 20:10:00",35,92,8.5,8.7,8.3,13.6,13.7,175417
175417,"2023-08-01 20:20:00",35,92,8,8.5,7.6,13.3,12.3,175417
175417,"2023-08-01 20:30:00",35,91,7.5,8,7,12.5,11.5,175417
175417,"2023-08-01 20:40:00",35,92,7.7,8.1,7.3,12.8,11.9,175417
175417,"2023-08-01 20:50:00",35,92,8.1,8.5,7.7,13.3,12.3,175417
175417,"2023-08-01 21:00:00",35,91,7.6,8,7.1,12.6,11.4,175417
175417,"2023-08-01 21:10:00",36,91,8,8.3,7.6,13.1,12.1,175417
175417,"2023-08-01 21:20:00",36,91,7.7,8.3,7.1,12.7,11.5,175417
175417,"2023-08-01 21:30:00",36,91,7.9,8.2,7.5,13,12.2,175417
175417,"2023-08-01 21:40:00",37,90,7.8,7.9,7.7,12.5,12.4,175417
175417,"2023-08-01 21:50:00",37,91,7.6,8.4,6.9,13.1,11.1,175417
175417,"2023-08-01 22:00:00",37,90,7.8,8.3,7.3,12.8,12,175417
175417,"2023-08-01 22:10:00",37,89,7.7,8.4,7.1,13,11.6,175417
175417,"2023-08-01 22:20:00",38,89,7.7,8.1,7.2,12.7,11.8,175417
175417,"2023-08-01 22:30:00",38,90,7.7,7.9,7.5,12.3,12.1,175417
175417,"2023-08-01 22:40:00",38,91,7.9,8.4,7.3,13,11.9,175417
175417,"2023-08-01 22:50:00",38,90,7.8,8.2,7.4,13.1,11.8,175417
175417,"2023-08-01 23:00:00",39,89,8.1,8.4,7.8,12.9,12.6,175417
175417,"2023-08-01 23:10:00",39,88,7.8,8.4,7.2,13.2,11.4,175417
175417,"2023-08-01 23:20:00",39,89,7.7,7.9,7.5,12.8,11.8,175417
175417,"2023-08-01 23:30:00",40,88,8,8.3,7.7,13.2,12.2,175417
175417,"2023-08-01 23:40:00",40,88,7.6,7.8,7.3,12.3,11.5,175417
175417,"2023-08-01 23:50:00",40,88,7.4,7.7,7.1,12.1,11.2,175417
175417,"2023-08-02 00:00:00",41,86,7.5,8.1,7,12.1,11.6,175417
175417,"2023-08-02 00:10:00",41,87,7.1,7.5,6.6,12,10.8,175417
175417,"2023-08-02 00:20:00",41,87,7.4,7.8,6.9,12.1,10.9,175417
175417,"2023-08-02 00:30:00",41,87,7.1,7.6,6.6,11.8,10.8,175417
175417,"2023-08-02 00:40:00",41,86,7.3,7.6,7,11.7,11.3,175417
175417,"2023-08-02 00:50:00",42,86,7.4,7.9,6.9,11.9,11.4,175417
175417,"2023-08-02 01:00:00",42,85,7.3,7.6,7,11.7,11.3,175417
175417,"2023-08-02 01:10:00",42,86,7.7,8.2,7.1,12.6,11.6,175417
175417,"2023-08-02 01:20:00",43,85,7.2,7.4,6.9,11.4,11.1,175417
175417,"2023-08-02 01:30:00",43,85,7.2,7.8,6.7,12.2,10.6,175417
175417,"2023-08-02 01:40:00",43,85,7.2,7.7,6.7,11.9,10.8,175417
175417,"2023-08-02 01:50:00",43,85,7.8,8.2,7.3,12.8,12,175417
175417,"2023-08-02 02:00:00",44,85,8,8.2,7.8,13,12.7,175417
175417,"2023-08-02 02:10:00",44,85,8.3,8.8,7.8,13.8,12.7,175417
175417,"2023-08-02 02:20:00",44,84,8.5,9.1,7.8,14,13.2,175417
175417,"2023-08-02 02:30:00",45,84,8.9,9.5,8.3,14.8,13.4,175417
175417,"2023-08-02 02:40:00",45,84,8.9,9.4,8.5,14.4,13.4,175417
175417,"2023-08-02 02:50:00",45,84,8.8,9.4,8.3,14.5,13.4,175417
175417,"2023-08-02 03:00:00",45,84,8.8,9.5,8.1,14.5,13.5,175417
175417,"2023-08-02 03:10:00",45,83,9.1,9.9,8.3,15.3,13.7,175417
175417,"2023-08-02 03:20:00",46,83,9.4,10.1,8.8,15.6,14.2,175417
175417,"2023-08-02 03:30:00",46,83,9.6,10,9.1,16,15.1,175417
175417,"2023-08-02 03:40:00",46,82,9.5,10.2,8.8,16.1,14.4,175417
175417,"2023-08-02 03:50:00",47,81,9.4,9.7,9.1,15,15.1,175417
175417,"2023-08-02 04:00:00",47,82,9.7,10.1,9.2,15.7,15.1,175417
175417,"2023-08-02 04:10:00",47,82,9.5,10.1,8.8,16,14.7,175417
175417,"2023-08-02 04:20:00",47,82,9.8,10.1,9.5,15.7,15.6,175417
175417,"2023-08-02 04:30:00",47,82,9.2,9.7,8.7,14.7,14.5,175417
175417,"2023-08-02 04:40:00",48,81,9.3,9.9,8.7,15.7,14.6,175417
175417,"2023-08-02 04:50:00",48,81,9.6,10.1,9.2,15.5,15.1,175417
175417,"2023-08-02 05:00:00",48,81,9.7,10.1,9.3,16.1,15,175417
175417,"2023-08-02 05:10:00",48,81,9.9,10,9.7,15.8,16.1,175417
175417,"2023-08-02 05:20:00",48,80,9.2,9.6,8.9,15.3,14.7,175417
175417,"2023-08-02 05:30:00",48,80,9.4,9.8,8.9,15.3,14.5,175417
175417,"2023-08-02 05:40:00",48,80,9.4,10.1,8.6,15.4,14.1,175417
175417,"2023-08-02 05:50:00",47,80,9.2,9.5,8.8,14.7,14.4,175417
175417,"2023-08-02 06:00:00",47,80,9,9.3,8.7,14.8,14.3,175417
175417,"2023-08-02 06:10:00",47,80,8.9,9.3,8.4,14.8,13.8,175417
175417,"2023-08-02 06:20:00",47,80,8.9,9.5,8.3,14.8,13.3,175417
175417,"2023-08-02 06:30:00",47,80,9.1,9.6,8.7,14.6,13.9,175417
175417,"2023-08-02 06:40:00",47,80,9.1,9.4,8.9,14.8,14.4,175417
175417,"2023-08-02 06:50:00",48,79,9.3,9.7,9,15,14.6,175417
175417,"2023-08-02 07:00:00",48,79,9.5,9.9,9,15.5,14.7,175417
175417,"2023-08-02 07:10:00",48,79,9.5,10,9.1,15.8,14.9,175417
175417,"2023-08-02 07:20:00",48,79,9.6,10.2,9.1,15.6,14.3,175417
175417,"2023-08-02 07:30:00",48,78,9.6,10.4,8.9,16.4,15,175417
175417,"2023-08-02 07:40:00",49,78,9.3,9.5,9.1,14.8,14.9,175417
175417,"2023-08-02 07:50:00",49,78,9.8,10.4,9.2,16.2,15.8,175417
175417,"2023-08-02 08:00:00",50,77,10,10.3,9.7,16.4,15.9,175417
175417,"2023-08-02 08:10:00",51,77,10.6,10.9,10.4,17.6,17.3,175417
175417,"2023-08-02 08:20:00",52,77,10.6,11.1,10.1,17.9,17,175417
175417,"2023-08-02 08:30:00",53,76,10.6,11.2,10,17.8,16.6,175417
175417,"2023-08-02 08:40:00",53,76,10.8,11.2,10.4,17.1,17.4,175417
175417,"2023-08-02 08:50:00",53,76,10.2,10.6,9.7,17.1,16.5,175417
175417,"2023-08-02 09:00:00",54,76,10.5,11.1,10,17.6,16.7,175417
175417,"2023-08-02 09:10:00",54,75,10.6,11.2,10.1,17.8,16.7,175417
175417,"2023-08-02 09:20:00",55,75,11.4,12,10.8,19.2,18.4,175417
175417,"2023-08-02 09:30:00",55,75,12.5,12.8,12.2,21,20.7,175417
175417,"2023-08-02 09:40:00",56,75,12.4,12.8,12,20.4,20.2,175417
175417,"2023-08-02 09:50:00",55,74,11.7,12.2,11.2,19.1,18.9,175417
175417,"2023-08-02 10:00:00",54,76,11.4,11.9,11,18.6,18.4,175417
175417,"2023-08-02 10:10:00",53,76,11.7,12.1,11.3,19.2,19,175417
175417,"2023-08-02 10:20:00",53,76,11.6,12.1,11.1,19.7,18.8,175417
175417,"2023-08-02 10:30:00",53,76,11.6,12,11.2,19,18.4,175417
175417,"2023-08-02 10:40:00",54,75,11.5,12,11,19.2,18.3,175417
175417,"2023-08-02 10:50:00",54,75,11.5,12.2,10.9,19.2,18.3,175417
175417,"2023-08-02 11:00:00",54,75,11.3,12,10.5,18.8,17.7,175417
175417,"2023-08-02 11:10:00",55,75,10.9,11.6,10.1,18.3,16.9,175417
175417,"2023-08-02 11:20:00",55,75,10.7,11.3,10.1,17.8,16.7,175417
175417,"2023-08-02 11:30:00",56,75,10.5,11.1,9.9,17.1,17,175417
175417,"2023-08-02 11:40:00",55,76,10.4,10.6,10.1,17.1,16.9,175417
175417,"2023-08-02 11:50:00",54,76,9.9,10.6,9.3,17,15.7,175417
175417,"2023-08-02 12:00:00",53,78,9.8,10,9.5,15.9,15.7,175417
175417,"2023-08-02 12:10:00",50,80,9.5,9.7,9.2,15.6,15.1,175417
175417,"2023-08-02 12:20:00",48,80,9.8,10.4,9.2,16.1,15.1,175417
175417,"2023-08-02 12:30:00",47,81,9.8,10.2,9.5,16,14.9,175417
175417,"2023-08-02 12:40:00",46,82,9,9.4,8.6,14.6,14.5,175417
175417,"2023-08-02 12:50:00",46,81,8.9,9.2,8.5,14.5,13.4,175417
175417,"2023-08-02 13:00:00",46,81,8.9,9.3,8.5,14.6,14.1,175417
175417,"2023-08-02 13:10:00",47,81,9.1,9.4,8.8,14.7,14.1,175417
175417,"2023-08-02 13:20:00",46,81,8.9,9.3,8.5,14.8,13.3,175417
175417,"2023-08-02 13:30:00",46,81,9,9.4,8.5,14.6,14.1,175417
175417,"2023-08-02 13:40:00",45,81,9.1,9.7,8.4,14.9,13.6,175417
175417,"2023-08-02 13:50:00",45,81,9.2,9.8,8.6,15.1,14.1,175417
175417,"2023-08-02 14:00:00",45,83,9.1,9.5,8.6,14.9,14.2,175417
175417,"2023-08-02 14:10:00",44,82,9,9.2,8.7,14.6,13.9,175417
175417,"2023-08-02 14:20:00",43,83,8.9,9.2,8.6,14.5,14.3,175417
175417,"2023-08-02 14:30:00",43,84,9.3,10,8.7,15.8,14.4,175417
175417,"2023-08-02 14:40:00",43,84,9.4,9.7,9,15.1,14.5,175417
175417,"2023-08-02 14:50:00",42,84,9.3,9.8,8.9,15.8,14.9,175417
175417,"2023-08-02 15:00:00",41,85,9.8,10.4,9.2,16.7,15.2,175417
175417,"2023-08-02 15:10:00",42,85,9.5,10.3,8.8,16.1,14.2,175417
175417,"2023-08-02 15:20:00",41,85,9.6,10.1,9.2,15.8,15.2,175417
175417,"2023-08-02 15:30:00",41,86,9.8,10.3,9.3,16.8,15.5,175417
175417,"2023-08-02 15:40:00",40,86,10,10.4,9.5,16.1,15.5,175417
175417,"2023-08-02 15:50:00",40,86,10.4,10.9,9.9,16.7,16.1,175417
175417,"2023-08-02 16:00:00",39,87,9.9,10.6,9.2,16.7,15.1,175417
175417,"2023-08-02 16:10:00",39,87,10.5,10.9,10.1,16.8,16.7,175417
175417,"2023-08-02 16:20:00",38,88,10.4,10.9,9.9,16.8,16.5,175417
175417,"2023-08-02 16:30:00",37,88,10,10.5,9.5,16.1,16,175417
175417,"2023-08-02 16:40:00",38,88,10.3,10.8,9.7,17.1,16.2,175417
175417,"2023-08-02 16:50:00",36,89,9.7,10,9.4,15.4,15.6,175417
175417,"2023-08-02 17:00:00",36,90,10,10.5,9.4,16.6,15.7,175417
175417,"2023-08-02 17:10:00",36,89,10.5,11.1,9.9,17.5,16.9,175417
175417,"2023-08-02 17:20:00",37,89,11,11.3,10.7,17.6,17.8,175417
175417,"2023-08-02 17:30:00",37,89,10.7,11.3,10.2,17.8,17.4,175417
175417,"2023-08-02 17:40:00",37,89,11.4,12.4,10.3,19.4,17.6,175417
175417,"2023-08-02 17:50:00",37,89,11.5,12.3,10.6,19.4,17.5,175417
175417,"2023-08-02 18:00:00",38,89,11.2,11.9,10.6,19,17.7,175417
175417,"2023-08-02 18:10:00",38,90,11.2,11.5,10.9,18.3,18,175417
175417,"2023-08-02 18:20:00",37,89,11.1,11.8,10.5,18.9,17.6,175417
175417,"2023-08-02 18:30:00",37,90,11,11.5,10.5,18.5,17.6,175417
175417,"2023-08-02 18:40:00",36,91,11.7,12.4,11,19.7,18.4,175417
175417,"2023-08-02 18:50:00",36,91,11.4,11.9,10.9,18.9,18.5,175417
175417,"2023-08-02 19:00:00",35,91,11.2,11.7,10.6,18.6,17.6,175417
175417,"2023-08-02 19:10:00",33,92,11.2,11.7,10.8,18.6,18.1,175417
175417,"2023-08-02 19:20:00",34,92,11.6,12.2,11,19,17.9,175417
175417,"2023-08-02 19:30:00",32,92,11.2,11.7,10.8,18.2,17.6,175417
175417,"2023-08-02 19:40:00",32,92,11.2,11.6,10.8,18.7,18,175417
175417,"2023-08-02 19:50:00",32,92,12.2,13.1,11.3,20.9,19.4,175417
175417,"2023-08-02 20:00:00",33,92,11.5,12.2,10.9,19.6,17.9,175417
175417,"2023-08-02 20:10:00",34,92,11.2,11.8,10.6,18.7,17.6,175417
175417,"2023-08-02 20:20:00",33,92,11.1,11.5,10.7,18.4,17.7,175417
175417,"2023-08-02 20:30:00",32,92,11.8,12.4,11.2,19.3,18.4,175417
175417,"2023-08-02 20:40:00",33,91,11.9,12.4,11.4,20.1,18.3,175417
175417,"2023-08-02 20:50:00",34,92,12.1,13,11.1,21,18,175417
175417,"2023-08-02 21:00:00",34,92,12.6,13.1,12.2,21.3,20.6,175417
175417,"2023-08-02 21:10:00",34,91,12.4,12.8,12,20.4,20,175417
175417,"2023-08-02 21:20:00",35,91,12.1,12.4,11.9,19.6,19.6,175417
175417,"2023-08-02 21:30:00",36,89,12.5,13.1,12,20.5,20,175417
175417,"2023-08-02 21:40:00",37,90,12.3,13.1,11.5,20.7,19.2,175417
175417,"2023-08-02 21:50:00",37,90,12.2,13.2,11.3,21,19.4,175417
175417,"2023-08-02 22:00:00",37,88,12.3,13,11.6,20.4,19.6,175417
175417,"2023-08-02 22:10:00",37,89,13,13.8,12.3,22.8,20.5,175417
175417,"2023-08-02 22:20:00",38,89,13.3,13.7,13,21.8,21.6,175417
175417,"2023-08-02 22:30:00",39,89,13,13.2,12.9,21,20.8,175417
175417,"2023-08-02 22:40:00",40,89,12.7,13.3,12.1,20.9,20.6,175417
175417,"2023-08-02 22:50:00",40,89,12.9,13.5,12.3,21.6,20.3,175417
175417,"2023-08-02 23:00:00",40,89,12.5,13,12,20.7,20.1,175417
175417,"2023-08-02 23:10:00",40,88,12.5,13,12,21.2,19.8,175417
175417,"2023-08-02 23:20:00",41,88,12.4,13,11.8,21,19.8,175417
175417,"2023-08-02 23:30:00",40,88,12.5,13.6,11.3,21.4,19.7,175417
175417,"2023-08-02 23:40:00",40,88,12.4,13,11.8,21,20.1,175417
175417,"2023-08-02 23:50:00",41,88,12.7,13.2,12.2,21.8,20.1,175417
175417,"2023-08-03 00:00:00",42,87,12.6,13.4,11.9,21.5,19.8,175417
175417,"2023-08-03 00:10:00",42,86,12.8,13.3,12.3,21.2,21,175417
175417,"2023-08-03 00:20:00",42,87,12.9,13.6,12.2,21.6,20.5,175417
175417,"2023-08-03 00:30:00",42,86,12.7,13.3,12.1,21.3,20.5,175417
175417,"2023-08-03 00:40:00",43,86,11.6,12.2,11,19.3,18,175417
175417,"2023-08-03 00:50:00",43,86,11.3,11.8,10.8,19.3,18.2,175417
175417,"2023-08-03 01:00:00",44,85,11.5,12,11,18.7,18.3,175417
175417,"2023-08-03 01:10:00",44,85,11.8,12.4,11.2,19.9,18.9,175417
175417,"2023-08-03 01:20:00",45,85,12,12.5,11.4,20.2,18.6,175417
175417,"2023-08-03 01:30:00",45,84,12.1,12.9,11.3,21,18.6,175417
175417,"2023-08-03 01:40:00",46,85,11.9,12.4,11.3,20.6,18.6,175417
175417,"2023-08-03 01:50:00",45,84,11.5,12.3,10.8,19.9,18,175417
175417,"2023-08-03 02:00:00",46,84,11.6,12.1,11.1,19.6,17.8,175417
175417,"2023-08-03 02:10:00",46,84,11.5,12.3,10.7,19.5,17.6,175417
175417,"2023-08-03 02:20:00",46,84,11.7,12.6,10.9,19.8,18.2,175417
175417,"2023-08-03 02:30:00",46,84,12.2,12.9,11.6,20.7,19.6,175417
175417,"2023-08-03 02:40:00",47,84,12.4,12.9,11.8,20.9,19.6,175417
175417,"2023-08-03 02:50:00",47,84,12.1,12.6,11.6,19.5,18.7,175417
175417,"2023-08-03 03:00:00",48,83,11.4,11.7,11.1,18.7,18.4,175417
175417,"2023-08-03 03:10:00",49,83,11.4,11.9,10.9,18.9,18.2,175417
175417,"2023-08-03 03:20:00",50,83,11.4,12,10.8,19.1,17.6,175417
175417,"2023-08-03 03:30:00",50,83,12,12.5,11.5,20.1,19,175417
175417,"2023-08-03 03:40:00",51,82,10.6,11.2,9.9,17.9,16.6,175417
175417,"2023-08-03 03:50:00",51,82,10.1,10.7,9.6,17.1,15.6,175417
175417,"2023-08-03 04:00:00",52,82,10.3,10.8,9.8,16.8,16.1,175417
175417,"2023-08-03 04:10:00",52,81,10.3,11,9.7,17.2,15.8,175417
175417,"2023-08-03 04:20:00",52,82,10.2,10.7,9.6,17,15.7,175417
175417,"2023-08-03 04:30:00",52,82,10.4,10.9,9.9,16.8,16.6,175417
175417,"2023-08-03 04:40:00",52,82,10.1,10.4,9.7,16.8,16,175417
175417,"2023-08-03 04:50:00",53,81,11.5,12.2,10.8,19.5,17.9,175417
175417,"2023-08-03 05:00:00",54,81,12.7,13.4,11.9,21.2,20.2,175417
175417,"2023-08-03 05:10:00",54,78,12.5,13.1,11.9,21.5,20.3,175417
175417,"2023-08-03 05:20:00",55,80,13.5,14.1,13,23.6,22.2,175417
175417,"2023-08-03 05:30:00",56,80,13.4,14.6,12.3,23.1,21,175417
175417,"2023-08-03 05:40:00",56,80,14.3,15.1,13.6,24.8,23.2,175417
175417,"2023-08-03 05:50:00",56,79,14,14.8,13.3,24,22.6,175417
175417,"2023-08-03 06:00:00",57,78,13.4,14.1,12.6,23,21.4,175417
175417,"2023-08-03 06:10:00",57,79,22.7,23.1,22.3,38.7,38.1,175417
175417,"2023-08-03 06:20:00",57,79,63.3,64.4,62.2,110.4,107.6,175417
175417,"2023-08-03 06:30:00",57,78,69,70.2,67.9,121.5,119.8,175417
175417,"2023-08-03 06:40:00",58,78,28.3,28.6,28,49.4,48.3,175417
175417,"2023-08-03 06:50:00",57,78,20.9,21.8,20,36.7,34.2,175417
175417,"2023-08-03 07:00:00",58,79,12.1,12.5,11.6,20,19.8,175417
175417,"2023-08-03 07:10:00",59,79,11.9,12.6,11.2,19.9,18.8,175417
175417,"2023-08-03 07:20:00",59,78,12.8,13.2,12.3,21.8,20.3,175417
175417,"2023-08-03 07:30:00",59,78,13.1,13.7,12.6,22,20.8,175417
175417,"2023-08-03 07:40:00",60,78,13.2,14,12.4,22.9,21.1,175417
175417,"2023-08-03 07:50:00",59,78,13.5,14.1,13,22.9,21.6,175417
175417,"2023-08-03 08:00:00",59,78,13.2,14,12.4,22.6,20.4,175417
175417,"2023-08-03 08:10:00",60,78,13.3,13.9,12.7,22.2,21.4,175417
175417,"2023-08-03 08:20:00",60,78,13.1,14.3,11.9,22.9,20.2,175417
175417,"2023-08-03 08:30:00",60,78,13.9,14.7,13.1,23.9,21.9,175417
175417,"2023-08-03 08:40:00",60,77,14.5,15.1,13.9,24.6,22.8,175417
175417,"2023-08-03 08:50:00",60,78,14.7,15.4,14,24.4,23.6,175417
175417,"2023-08-03 09:00:00",60,77,15.1,15.8,14.4,26.3,23.8,175417
175417,"2023-08-03 09:10:00",61,77,14.9,15.5,14.3,24.6,24.1,175417
175417,"2023-08-03 09:20:00",61,77,15.3,16.1,14.5,26.8,23.9,175417
175417,"2023-08-03 09:30:00",61,77,15.9,16.6,15.1,26.8,25.8,175417
175417,"2023-08-03 09:40:00",62,76,16.5,17,15.9,28.2,204.4,175417
175417,"2023-08-03 09:50:00",62,76,17.4,18,16.9,29.6,28.4,175417
175417,"2023-08-03 10:00:00",63,76,16.7,17.3,16.2,28.7,27,175417
175417,"2023-08-03 10:10:00",63,76,15.3,16.3,14.3,26.1,24.3,175417
175417,"2023-08-03 10:20:00",63,76,16.1,16.8,15.4,27.7,26.4,175417
175417,"2023-08-03 10:30:00",63,76,17,17.6,16.5,28.5,27.5,175417
175417,"2023-08-03 10:40:00",64,76,17.1,17.8,16.5,28.9,27.2,175417
175417,"2023-08-03 10:50:00",64,76,17.6,18.6,16.6,30.2,28.2,175417
175417,"2023-08-03 11:00:00",64,76,15.5,16.1,14.9,25.8,24.8,175417
175417,"2023-08-03 11:10:00",65,76,16.3,16.9,15.6,27.9,26,175417
175417,"2023-08-03 11:20:00",64,77,17.3,17.9,16.8,29.3,27.5,175417
175417,"2023-08-03 11:30:00",64,77,19.4,20.4,18.4,33.4,31.1,175417
175417,"2023-08-03 11:40:00",64,76,20,20.7,19.3,34.7,32,175417
175417,"2023-08-03 11:50:00",64,77,18.9,19.9,17.8,32.6,29.3,175417
175417,"2023-08-03 12:00:00",62,79,18.5,19.4,17.6,31.6,29.3,175417
175417,"2023-08-03 12:10:00",60,81,18.1,18.9,17.3,30.9,28.4,175417
175417,"2023-08-03 12:20:00",57,82,18.2,19,17.5,30.6,29,175417
175417,"2023-08-03 12:30:00",55,83,17.1,18.3,15.8,28.7,25.9,175417
175417,"2023-08-03 12:40:00",54,84,16.1,16.4,15.7,26.7,25.8,175417
175417,"2023-08-03 12:50:00",55,82,18.1,19.1,17.1,30.7,28.8,175417
175417,"2023-08-03 13:00:00",56,82,19.8,20.7,19,33.1,31.4,175417
175417,"2023-08-03 13:10:00",57,81,18.6,18.7,18.4,31,31,175417
175417,"2023-08-03 13:20:00",58,81,18.7,19.4,17.9,31.9,29.5,175417
175417,"2023-08-03 13:30:00",57,78,17.5,18.2,16.7,29.2,27.7,175417
175417,"2023-08-03 13:40:00",56,81,15.3,16,14.7,25.7,24.4,175417
175417,"2023-08-03 13:50:00",55,82,15.1,15.9,14.3,25.5,23.2,175417
175417,"2023-08-03 14:00:00",53,81,14.8,15.3,14.4,24.1,24,175417
175417,"2023-08-03 14:10:00",52,83,14.7,15.5,14,25.7,23.5,175417
175417,"2023-08-03 14:20:00",52,84,18,18.5,17.4,30.3,29.4,175417
175417,"2023-08-03 14:30:00",51,84,15.3,15.9,14.7,26,24.9,175417
175417,"2023-08-03 14:40:00",50,85,14.2,14.4,14,23.5,22.7,175417
175417,"2023-08-03 14:50:00",49,83,14.8,15,14.6,24.2,24.8,175417
175417,"2023-08-03 15:00:00",48,83,15.4,15.9,14.9,25.8,24.9,175417
175417,"2023-08-03 15:10:00",48,86,15.7,16.7,14.8,26.6,25.1,175417
175417,"2023-08-03 15:20:00",47,87,16,16.5,15.6,26.2,25.9,175417
175417,"2023-08-03 15:30:00",46,87,16,16.9,15.2,27.1,24.8,175417
175417,"2023-08-03 15:40:00",45,87,16.2,16.7,15.7,27.2,26.2,175417
175417,"2023-08-03 15:50:00",45,87,16.3,16.7,15.9,27.3,26.8,175417
175417,"2023-08-03 16:00:00",43,88,16,16.5,15.4,26.7,26,175417
175417,"2023-08-03 16:10:00",42,88,16.2,17.1,15.3,27.4,25.6,175417
175417,"2023-08-03 16:20:00",42,89,16.7,17.1,16.2,27.2,27.9,175417
175417,"2023-08-03 16:30:00",42,89,17.2,17.7,16.7,28.9,27.6,175417
175417,"2023-08-03 16:40:00",41,90,17,17.6,16.3,29.3,26.8,175417
175417,"2023-08-03 16:50:00",39,91,17.3,18,16.6,28.7,28.2,175417
175417,"2023-08-03 17:00:00",39,91,17.6,18.8,16.3,29.6,27.5,175417
175417,"2023-08-03 17:10:00",40,89,18.5,19,18,31,29.8,175417
175417,"2023-08-03 17:20:00",40,89,18.2,18.9,17.4,31.6,28.4,175417
175417,"2023-08-03 17:30:00",39,91,18.7,19.3,18.2,31.9,30.1,175417
175417,"2023-08-03 17:40:00",38,91,18.4,18.8,18,31.6,30.5,175417
175417,"2023-08-03 17:50:00",38,92,17.9,18.8,17.1,30.4,29.4,175417
175417,"2023-08-03 18:00:00",37,93,17.7,18.3,17,30.2,28.5,175417
175417,"2023-08-03 18:10:00",36,93,18,18.6,17.5,29.9,28.8,175417
175417,"2023-08-03 18:20:00",35,93,18.1,18.6,17.5,29.8,29.6,175417
175417,"2023-08-03 18:30:00",34,94,16.6,16.7,16.6,27.3,28.1,175417
175417,"2023-08-03 18:40:00",33,94,16.4,17,15.8,27.4,26,175417
175417,"2023-08-03 18:50:00",33,94,17.1,17.8,16.4,28.8,27,175417
175417,"2023-08-03 19:00:00",32,94,16.5,17,16,27.1,26.4,175417
175417,"2023-08-03 19:10:00",31,96,15.8,16.7,14.9,26,24,175417
175417,"2023-08-03 19:20:00",31,94,16.2,16.8,15.5,26.7,26.1,175417
175417,"2023-08-03 19:30:00",31,96,16.9,17.3,16.4,27.8,27.4,175417
175417,"2023-08-03 19:40:00",31,93,17.4,18.1,16.7,28.7,27.9,175417
175417,"2023-08-03 19:50:00",32,96,17.7,18.4,16.9,30.3,27.5,175417
175417,"2023-08-03 20:00:00",32,95,18.1,18.8,17.3,30.1,28.7,175417
175417,"2023-08-03 20:10:00",34,93,22.5,23.4,21.6,38.8,36.5,175417
175417,"2023-08-03 20:20:00",36,94,24.2,25.2,23.2,41.7,38,175417
175417,"2023-08-03 20:30:00",36,92,23.3,24,22.7,39.9,37.2,175417
175417,"2023-08-03 20:40:00",36,94,24.1,24.9,23.4,40.7,38.7,175417
175417,"2023-08-03 20:50:00",35,94,24.6,25.6,23.6,42.3,39.8,175417
175417,"2023-08-03 21:00:00",36,94,23.9,24.8,23.1,40.7,38.8,175417
175417,"2023-08-03 21:10:00",36,94,23.5,24.4,22.5,41.3,36.7,175417
175417,"2023-08-03 21:20:00",36,93,23.7,25.1,22.3,40.8,37.5,175417
175417,"2023-08-03 21:30:00",36,93,24.1,25.1,23.1,41.3,38.8,175417
175417,"2023-08-03 21:40:00",36,93,25.1,26.2,24,44.2,40.6,175417
175417,"2023-08-03 21:50:00",36,93,24,25.1,22.9,41,38.2,175417
175417,"2023-08-03 22:00:00",36,93,24.2,25.5,22.9,42.3,38.3,175417
175417,"2023-08-03 22:10:00",36,93,24.1,25.5,22.7,41.7,38.4,175417
175417,"2023-08-03 22:20:00",36,92,24.5,25.2,23.8,41.5,40,175417
175417,"2023-08-03 22:30:00",37,93,22.6,23.9,21.2,39,34.6,175417
175417,"2023-08-03 22:40:00",37,93,18.9,19.9,17.9,32.3,29.8,175417
175417,"2023-08-03 22:50:00",38,93,18.5,19.2,17.9,31.5,29.3,175417
175417,"2023-08-03 23:00:00",39,92,17.9,18.1,17.6,29.5,28.8,175417
175417,"2023-08-03 23:10:00",40,92,17.4,18.1,16.8,29.5,27.2,175417
175417,"2023-08-03 23:20:00",41,92,17.2,17.8,16.7,28.7,27.1,175417
175417,"2023-08-03 23:30:00",41,92,16.3,17.1,15.5,27.2,25.7,175417
175417,"2023-08-03 23:40:00",41,91,16.3,16.9,15.7,26.7,25.1,175417
175465,"2023-08-01 00:00:00",37,83,4.7,4.7,4.7,7.2,7.2,175465
175465,"2023-08-01 00:10:00",38,83,6.4,5.8,7,10.1,11.6,175465
175465,"2023-08-01 00:20:00",38,83,4.7,4.5,4.9,7.2,7.7,175465
175465,"2023-08-01 00:30:00",38,82,4.9,4.7,5.1,7.6,8.1,175465
175465,"2023-08-01 00:40:00",39,82,4.7,4.5,4.9,7.4,7.6,175465
175465,"2023-08-01 00:50:00",39,82,4.8,4.5,5.1,6.9,7.9,175465
175465,"2023-08-01 01:00:00",40,81,4.9,4.6,5.1,7.6,8.2,175465
175465,"2023-08-01 01:10:00",41,81,5.4,5.1,5.7,7.8,8.8,175465
175465,"2023-08-01 01:20:00",42,81,5,4.8,5.2,8.1,8,175465
175465,"2023-08-01 01:30:00",42,80,5,4.7,5.2,7.9,8.2,175465
175465,"2023-08-01 01:40:00",43,80,6.3,6,6.5,10.1,10.9,175465
175465,"2023-08-01 01:50:00",43,80,6.6,6.3,6.8,10.4,11.5,175465
